淘宝ID,卖家昵称,商家编码,标题,图片地址,促销活动,价格,促销价格,总销量,月销量,库存,收藏数,SKU数,抓取日期
13999050653,newbalance旗舰店,AMSP2104,NewBalance/新百伦 男款 休闲运动裤 针织长裤 AMSP2104特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1jwWWXnRdXXbdKjs9_103828.jpg,新款特惠,0.0,0.0,0,0,0,2,0,2012-10-17
13999050653,newbalance旗舰店,AMSP2104,NewBalance/新百伦 男款 休闲运动裤 针织长裤 AMSP2104特价包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1jwWWXnRdXXbdKjs9_103828.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-16
16469547110,newbalance旗舰店,,,,,0.0,,1,0,-2,5,0,2012-10-19
16469547110,newbalance旗舰店,ML501GGG,New Balance/新百伦 情侣鞋 男鞋 休闲运动跑步鞋 ML501GGG 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1MWzvXk8lXXc.ej70_035757.jpg,,0.0,0.0,1,0,383,8,0,2012-10-18
16469547110,newbalance旗舰店,ML501GGG,New Balance/新百伦 情侣鞋 男鞋 休闲运动跑步鞋 ML501GGG 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1MWzvXk8lXXc.ej70_035757.jpg,,0.0,0.0,4,2,-4,11,0,2012-10-17
16469547110,newbalance旗舰店,ML501GGG,New Balance/新百伦 情侣鞋 男鞋 休闲运动跑步鞋 ML501GGG 新品,http://img02.taobaocdn.com/bao/uploaded/i2/T1MWzvXk8lXXc.ej70_035757.jpg,,0.0,0.0,0,0,0,0,0,2012-10-16
15911652373,newbalance旗舰店,,,,新款特惠,0.0,0.0,0,0,0,1,0,2012-10-19
15911652373,newbalance旗舰店,AWSJ1314,NewBalance/新百伦女款长袖梭织外套 休闲运动服装AWSJ1314特价,http://img01.taobaocdn.com/bao/uploaded/i1/T1n4SWXh8XXXbEEi.4_053412.jpg,新款特惠,0.0,0.0,0,-2,0,2,0,2012-10-18
15911652373,newbalance旗舰店,AWSJ1314,NewBalance/新百伦女款长袖梭织外套 休闲运动服装AWSJ1314特价,http://img01.taobaocdn.com/bao/uploaded/i1/T1n4SWXh8XXXbEEi.4_053412.jpg,新款特惠,0.0,0.0,0,0,0,-2,0,2012-10-17
15911652373,newbalance旗舰店,AWSJ1314,NewBalance/新百伦女款长袖梭织外套 休闲运动服装AWSJ1314特价,http://img01.taobaocdn.com/bao/uploaded/i1/T1n4SWXh8XXXbEEi.4_053412.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-16
